content,score,tone
"Ngaco pak.terjadi kesalahan koneksi. Kecepatan internet 120mbps,tes pake wifi 20mbps, sebetulnya banyak aplikasi pemerintah yg mempermudah(jika bisa digunakan secara optimal).tp pasti ada kendala server yg kurang dan banyak bug.seharusnya pemerintah fokus terhadap system digital (dari segi keamanan juga)selain mempermudah pengelolaan data warga, ini menghemat ruang dan waktu. Atau ada beberapa yg keberatan yak dengan alasan tertentu?",3,-1
"tolong ini diperhatikan, aplikasi ini yang katanya bisa mempermudah masyarakat tapi nyatanya aplikasi ini tidak bisa dipakai.. terlebih ini aplikasi tidak bisa dibuka dengan menggunakan jaringan data, dan banyak yg bilang perlu wifi jika mau menggunakannya.. kalo seperti itu ya percuma dong kami repot2 mendaftar ke kantor kalo ujung2nya gabisa dipake, paling tidak tambahkan fitur offline buat yang sudah daftar dan kebutuhan mendadak jadi tinggal di SCAN saja tidak perlu jaringan data..",1,-1
"Aplikasi sangat tidak berguna. Foto tidak sinkron, fitur bagikan ktp kk tidak jelas karena pakai QR code bukan file pdf/jpg, tidak bisa screenshot, pin masih menggunakan angka sehingga tidak aman, tampilan UI masih sederhana",1,-1
"Kenapa harus scan barcode dari dukcapil. Inikan aplikasi harusnya memudahkan warganya yg diluar kota agar bisa melihat ktp digital. Lalu klo sedang diluar kota , bagaimana caranya. Bukannya memudahkan tapi sama saja menyulitkan. Tolong perbaiki lagi agar tanpa harus ke dukcapil. Terimakasih",1,-1
"Aplikasi menyusahkan. dimana2 fungsi software itu untuk mempermudah, bukan sebaliknya. ini aku jauh2 dari rumah ke kantor dukcapil buat scan barcode brp kali bolak balik, tiap kesini error koneksi mulu padahal jaringan normal, bagus 👎",1,-1
"Aplikasi ampas, mau daftar gak bisa bisa. ""Coba lagi, Terjadi kesalahan koneksi"". Padahal sinyal bagus banget buat yang lain. Mau ganti KTP lewat situs malah di alihkan ke APK kaya gini. Dulu gampang banget sebelum ada APK IKD, sekarang jadi ribet. Dimana letak memudahkannya masyrakatnya ?",1,-1
Ribet harus scan barcode dari dukcapil. Inikan aplikasi harusnya memudahkan warganya yg diluar kota agar bisa melihat ktp digital. Bukannya memudahkan tapi sama saja menyulitkan. Tolong perbaiki lagi agar tanpa harus ke dukcapil,1,-1
Sy Sangat kecewa aplikasi yang buruk.. Selesai di daftarkan malah tidak bisa di buka..tiap kali di buka kesalahan koneksi... Tolong lah yang benar2 saja.. Kalau koneksi belum bisa diandalkan jgn dulu disarankan dan di wajibkan ke masyarakat...,1,-1
"Saya rasa nilai segini untuk saat ini cukup. Agak aneh, login dengan data bisa tetapi login menggunakan wifi rumah sama sekali gabisa masuk. Saya harap kedepannya bisa dilakukan update lagi untuk IKD. Walaupun simpel, sulit dipercaya aplikasi keluaran dari pemerintah saja gabisa dipakai login make wifi",3,-1
Aplikasi sangat sangat tidak berguna dan tidak berfungsi dengan normal.. Udah seminggu lalu download tapi tetap saja ga bisa masuk. Dengan alasan koneksi gagal.. Padahal dah pake wifi. Sinyal lancar. Paket data full.. Mengecewakan sekali,1,-1
"Masuk susah, mau print kk jg nggak bisa. Udah aku uninstall terus install ulang eh masih tetap nggak bisa masuk katanya koneksi tidak stabil, waaah ini udah jam 12 tengah malam loh jaringan bagus sekali, dari pagi sampai tengah malam saya coba terus nggak ada hasilnya tetap aja nggak bisa kebuka",1,-1
"Harus dibuka pake WiFi, kalo pake paket data pribadi gak bisa, alias memuat terus. Tolong dong, admin, diperbaiki ya aplikasinya. Masa harus nyari WiFi dulu baru bisa dibuka. Gak efektif, gak efisien, dan gak praktis..",1,-1
"Sudah login berkali-kali tetap saja yg muncul jaringan tidak stabil, padahal jaringan yg kita gunakan stabil,apk ap in saat di butuhkan enggak mau kebuka, harus menggunakan jaringan WiFi, tolong untuk di sesuaikan lagi,mana kita jauh2 dari dukcapil",1,-1
Mau cari data kk aja kok susah ya lewat apps ini. Padahal udah reinstal berkali-kali tapi tetep gak pernah muncul data dokumennya cuma loading terus. Tolong dong sistemnya diperbaiki. Kan sama aja gak kepake appsnya kalau layanannya jelek gini.,1,-1
"Sebenarnya untuk mempermudah, apalagi kalau kita telah memiliki e-KTP,kan semua data kita telah terekam didukcapil,jadi ga perlu repot lagi datang buat verifikasi via barcode... kalau mau digital masih nanggung, mending fisik saja diterbitkan lagi..berasa seperti pembodohan saja",2,-1
"tidak efisien, tidak efektif dan tidak flexibel coba kalau masuk/login cuma masukan email,nik, sama password kayaknya jauh lebih efisien karena kalo ganti hp ga ribet hrs ke Capil/kelurahan lagi. kalo skrg ganti perangkat/ lupa pin udh ga bisa masuk",1,-1
"Apa ini ga bahaya, rentan dibobol kalau hp hilang data disalah gunakan, belum lagi ribet harus ke dukcapil / kecamatan untuk scan barcode, tidak efisien, harusnya dibuatkan sistem yang langsung bisa akses ktp tanpa perlu lagi buat /daftar ulang.",1,-1
Dari awal download sampai sekarang.. Uninstall hapus lagi... download lagi... gak bisa dibuka.. Cuma loading terusss.... selaluuuuu... Aplikasi buatan pemerintah tuh jelek bangettt... dananya gak mungkin kurang kann.. Apa gak bisa hire sdm or beli apk yang bagus gitu... bisa bayangin yang tinggal di desa gak sih... terus bapak2 yang gaptek yang bahkan hapenya mungkin yang biasa... Gak pernah ngotak atik or nyoba aplikasi lain selain WA.... hmmmmmmm...,1,-1
"Digital tapi masih harus datang ke dukcapil untuk verifikasi barcode ke petugas, konsep memudahkan & ga ribetnya dimana? Kalo begini masih mending sekalian cetak fisik ga sih? Digital itu kan harusnya memudahkan dan meningkatkan efisiensi dari segi akses dan waktu setiap masyarakat.",1,-1
"Pertama baru buka udah error jaringan, padahal pake jaringan yang mumpuni. Kedua gua gak yakin sama sama sistem keamanan aplikasi nya. Ketiga mau daftar aja harus ke dukcapil lagi(Verifikasi KTP kan bisa min hadeh). Keempat dari UI/UX nya hadeh tolong di upgrade lah. Dah itu aja dulu, nunggu aplikasinya bisa di buka dulu baru tambahin komen nya",1,-1
"Konsep aplikasi ini sudah bagus. Masih ada banyak hal yang perlu ditingkatkan mulai dari kemudahan akses, konektivitas terhubung ke server, dan juga kemampuan untuk menyimpan data agar bisa diakses secara offline (karena saya melihat banyak sekali keluhan tentang masalah jaringan dan kendala mengakses aplikasi disaat sedang tidak ada kuota internet). Setelah itu, baru ditingkatkan lagi UI nya",4,1
"Ui nya mungkin perlu di perbaiki y admin, biar Desainnya juga enak untuk dilihat, terimakasih, semangat para pembuat koding, UI UX perlu dan penting juga, jgn lupa keamanan data ya, server nya juga harus aman, dan bisa lebih cepat untuk di akses, semnagat",1,-1
"Sekarang gak bisa masuk karena kesalahan jaringan, ada yg nulis mesti pake wifi non data selular, masak mesti beli wifi atau wifi publik yang justru tidak aman, dan datanya cuma scan dari fisik doank tidak ada yg baru, gak jelas aplikasinya, banyak aplikasi buatan pemerintah rating rendah karena cuma proyek aja, manfaatnya sedikit",1,-1
"Aplikasi tidak bisa dibuka sejak install, loading melulu dan terakhir ada info notifikasi terjadi kesalahan 😠, dicoba berulang kali tetap sama hasilnya, aplikasi tidak ada guna, apalagi infonya harus kedukcapil utk verifikasi scan barcode lagi, dimana digitalnya ...akhirnya aku uninstall.. 😂😂😂",1,-1
"Banyak kekurangan Masih, Harusnya kalo memang tujuannya mempermudah masyarakat, jangan semua fitur di aplikasinya dibatasi..buatlah semudah mungkin namun tetap memperhatikan keamanan, kekurangannya, tidak bisa mengubah data, tidak bisa mendownload file..itu saja",2,-1
"Aplikasi masih perlu banyak perbaikan saya baru install kemarin sih kebetulan lagi di Dukcapil, cuma mau akses untuk lihat KTP digitalnya itu masih loading sampai hari ini, kalau kata petugasnya karena jaringan, padahal jaringan sangat stabil entah apa yang salah, apakah bug aplikasi atau apa saya kurang mengerti",3,-1
"Cukup bagus, walaupun tampilan UI-nya identik seperti aplikasi pemerintah lainnya.. Semoga kedepannya tampilan UI-nya bisa lebih bagus lagi, kalau bisa rekrut IT yg mumpuni yang bisa buat UI bagus. Saran juga agar bisa download berkas seperti KK dan akta lahir, dll, jadi aplikasinya berguna banget. Dan juga bisa pakai fingerprint ataupun face id.",5,1
"Sejak aktifasi di disdukcapil, buka dokumen kependudukan gk bs, loading terus sampai akhirnya muncul notifikasi terjadi kesalahan, coba lagi. Katanya waktu itu karena faktor jaringan. Tapi dicoba di kantor dan di rumah yang pakai wifi handal tetap tidak bisa buka. Harap ditingkatkan lagi kualitas aplikasinya.",1,-1
"Tiap mau buka aplikasi ini, selalu aja keterangan nya kesalahan koneksi,udah di update,jaringan pun bagus dan stabil,tolong dong di perbaiki sistemnya.sudah ribet ngurusin ke dukcapil perihal kode QR,tapi udah beres,malah kesalahan koneksi terus",2,-1
Menurut saya yang namanya Digital itu paling engga kode barcode ny di kirim melalui email yg di masukan saat register jadi lebih efisien dan berasa digitalnya... Aplikasinya udh lumayan bagus cuma mekanisme nya masih belum berasa digital krna harus ke dukcapil cuma buat scan kode barcode...lebih bagus kode barcode di kirim otomatis melalui email...,2,-1
"Aplikasinya jelek, ga bisa menampilkan ktp. Hanya barcode, tidak semua lembaga punya barcode dengan alasan adanya aplikasi ini, di jember ga bisa cetak ktp. Alasan blangko habis, tp untuk ktp baru bisa. Ada indikasi kurang baik dengan adanya teknologi",1,-1
"Aplikasi hanya bisa dibuka pakai wifi tower..Tidak bisa dibuka pake data seluler ataupun wifi seluler..Tolong tidak usah dibatasi untuk pemakaian data ,dan tidak harus pake wifi. HP saya seri Azus M1pro.. mohon bimbingannya.",4,1
"Berbagi ktp, yg keluar qr. Pas dibaca pake qr code hanya kode. Saya kira link untuk download misalnya. Jadi mo dibaca ama siapa? Saran, ada pilihan cetak ktp plus ditambah input kalimat watermak yang bisa disesuaikan oleh pengguna. Karena itu kebutuhan mendasar..",2,-1
"Aplikasi ga jelas tombol buat download ktp nya ga ada. Padahal e ktp nya sangat dibutuhkan untuk berbagai urusan yang mengharuskan untuk mengirim file e ktp, tapi aplikasi nya malah ga bisa dipake buat download ktpnya. Masih mending ktp biasa bisa langsung difoto.",1,-1
Saya baru mau buat tetapi tidak bisa di buka loading terus. Memory ekternal masih cukup internal pun masih banyak. Berkali kali hapus instal dan hapus chache tetap loading. Pakai wifi maupun data sama saja.,3,-1
"Maaf ini aplikasinha knpa yh, tiap mau di buka selalu kesalahan koneksi, padahal jaringan bagus² aja, gak membantu sama sekali, tambah nyusahin aja, seharusnya sih kalau ke sesuatu tempat lupa bawa ktp yah katanya bisa pake ktp digital ini, tapi ternyata mau di buka aplikasinya malah susah, bukannya membantu malah nyusahin..",1,-1
"Aplikasi awalnya bagus tapi pas mau daftar begitu ribet harus scan barcode dari dukcapil,nah untuk cara dapat barcode dukcapil nya gimana.bukannya membantu mempermudah malah dipersulit.setidak nya dikirim email barcode nya biar bisa discan.",1,-1
apk sampah tiap bulan update terus konyol banget buat yg sering lupa pw karena gak kepake apk nya jadi ke blokir gabisa akses semua nya !!! Tolong di perbaiki lagi dong bisa gak update nya setahun sekali aja saya gabisa masuk aplikasi nya lagi butuh jadi kepepet terus!!! 0 buat aplikasi nya,2,-1
"Aplikasi bobrok, gak bsa di akses, jaringan Uda bagus malah muncul periksa koneksi. Dahlah. Membuat kebijakan, tapi akses nya bobrok",1,-1
"Tolong lebih ditingkatkan lg, ini mau ngurus ribet aplikasi, tp aplikasinya kurang mendukung bnget. Berbenah lg lah kalo mau menggunakan kemajuan teknologi. Kalo misal belum siap tolong kasih alternatif biar pengurusannya jd lebih efektif. Dri pada gini nunggu aplikasi error gak jelas sampek kaoan. Buang buang waktu dan tidak efektif sama sekali. TOLONG KRITIKANNYA DI DENGAR DAN DIPERBAIKI",1,-1
"Ayolah.. anggaran aplikasi ini pasti besar. Tolong maksimalkan. Buka aplikasi aja lemot. Lebih cepat ambil KTP di dompet drpda buka aplikasi. Belum lagi ribetnya masukin pasword. Ayolah, zaman sdh canggih harusnya bisa pake Fingerprint bukanya. Belajar sm aplikasi Bank. Sengaja kasih bintang rendah supaya dibaca dan diperbaiki.",2,-1
"Aplikasi bisa dibuka dengan lancar Tapiiiii... Tidak semudah itu tuan tuan, anda harus tetap daftar di hadapan petugas verifikasi DISDUKCAPIL terdekat. Lantas apa gunanya aplikasi ini dibuat kalau harus datang juga ke DISDUKCAPIL? Harusnya sih dengan adanya aplikasi ini jadi mudah bisa daftar dari rumah tanpa harus repot repot ke DISDUKCAPIL. Terimakasih.",4,1
"Aplikasi milik negara tapi kok gini amat, gak sesuai sama anggaran yang negara keluarkan. Jelas sekali ini ga niat untuk bertransformasi ke digital. Seharusnya cukup mendaftar menggunakan NIK KTP fisik dan email seperti mobile JKN. Kalau ada yang mudah kenapa dibikin ribet sih harus scan barcode yang cuma ada di kantor dukcapil. Kocak banget ini negara. 😂😂",1,-1
"Menurut saya aplikasi ini sudah cukup membantu hanya saja, harus scan barcode ke petugas desa atau camat terlebih dahulu, sampai dilokasi ternyata server selalu eror sehingga tidak bisa log in, akhirnya saya pulang lagi. Padahal dengan adanya online harapanya bisa meminimalisid waktu, tapi malah jadi lama dan akhirnya sampai sekarang belum buat karena udah keburu males ngurusnya. Kedepanya saya harap bisa diperbaiki agar lebih mempermudah dalam melakukan perubahan data warga. Terima kasih",3,-1
"Aplikasi nya susah sekali dibuka, padahal jaringan nya full. Tolong diperbaiki lagi apl katanya mempermudah masyarakat padahal ini menyusahkan sekali. Klau mau login cuma mutar-mutar doang dan muncul tulisan terjadi kesalahan. Sya kasih bintang 3 dlu krna apl nya susah dibuka klau udah bagus nanti sya tambah lagi bintang nya.",3,-1
"Aplikasi gak jelas. Selalu ga bisa masuk. Selalu saja ""Terjadi kesalahan koneksi"". Pdahal internet aman. Buat browsing, buat youtube juga aman. Tapi ga bisa buka aplikasi ini.",1,-1
"Awal instal lancar dan baik² saja. Sudah verifikasi ke Disdukcapil dan berfungsi normal. Tapi awal tahun 2024 ini entah kenapa tiba² tidak bisa akses dgn data, hanya bisa dgn wifi, dan itu hanya KTP yg muncul; untuk KK tidak ada lagi. Mohon dapat ditanggapi nggih? Mungkin perlu update jika ada bugs atau apa ... Terima kasih....",3,-1
"Payaaah.. Sampe rumah aplikasi nya tidak bisa di buka. Tulisan nya jaringannya tidak stabil. Padahal kuota byk, Pemancar BTS deket. Gimanaa ini.. Buat apa coba ada IKD di HP??? Tolong diperbaiki lagi sistem nya. Terima kasih",2,-1
"Ini gimana si, disuruh download apk IKD giliran sudah didownload malah kesalahan jaringan koneksi. Tolong dong jangan mempersulit masyarakat yang mau bikin KTP, akte, atau KK. Yang bener aja, harus pakai WiFi. Ngga semua orang PUNYA WIFI !!! TOLONG DIPERBAIKI LAGI SISTEMNYA !!!",1,-1
Parah sih jaringan di wilayah saya bagus kuota masih banyak pas buka aplikasi malah muncul terjadi kesalahan koneksi. Trus kalo pas lagi darurat mau gunain ktp gimana. Sementara pembuatan e-ktp dipersulit dengan alasan gak ada blangko nya,1,-1
"Sebenarnya lebih mudah menggunakan apk ini untuk mengurus sesuatu yang berhubungan dengan dukcapil di era digital. Namun kenapa di saat saya sudah berhasil membuat surat pindah tapi tidak bisa didownload? Parahnya setelah saya pindah pulau apk ini tidak bisa dibuka. Alasannya koneksi, padahal koneksi lancar. Saya sangat kesulitan sekali..",2,-1
"Aplikasi tidak bisa dibuka kesalahan koneksi padahal paket data ada, wifi jg sudah coba, tp tetap saja tidak bisa dipakai, tolong lebih diperbaiki kembali aplikasinya semoga dapat bermanfaat untuk masyarakat Indonesia dalam menggunakan layanan umum di seluruh wilayah Indonesia",1,-1
"Bagi saya aplikasi ini tidak ubahnya aplikasi pemerintah pada umumnya, UI/UX-nya buruk. Terlebih belum lagi soal kemanan. Dari tahun ke tahun Dukcapil ini seperti hanya menghabis2kan anggaran menggiring data kita sebagai warga masyarakat ke dalam aplikasi, belum selesai kasus KTP elektronik ini muncul lagi yg baru segala, tapi sampai saat ini tidak ada transparansi soal keamanan data dan tidak ada integrasi data antara urusan satu dan lainnya. Pemerintah ini parah!",1,-1
"Aplikasi pajangan saja sih, untuk keperluan² yang membutuhkan identitas diri ternyata masih banyak yang menggunakan ""E-KTP"" dan belum mendukung menggunakan Ktp digital ini. Konsep sudah bagus hanya saja fungsi nya yang belum bisa dirasakan",2,-1
"Jaringan selalu bermasalah pada saat registrasi data, padahal sinyal stabil, sudah dialihkan ke beberapa WiFi Sma aja hasil nya koneksi bermasalah.. tolong d tingkatkan aplikasi dn lain2 nya Tpi ttep Sya ksih bintang 5",5,1
"Aplikasi ga bisa digunakan, gak jelas, setelah loading, terjadi kesalahan koneksi coba lagi, coba lagi sampai kapan? Sampai kiamat? Diupdate jg ga ngaruh, sdh pake paket data jg gak bs, pkai wifi jg ga bs, sama aja!!!!",1,-1
"Kenapa ya setiap aplikasi atau situs pemerintah selalu lemot ?! Harusnya situs / aplikasi pemerintah itu terbaik karena untuk melayani masyarakat. Anggarannya juga dari pemerintah kok. Lah... Daftarnya berhasil, pengajuan layanan sudah ada. Begitu mau di cek hasil pengajuan layanan, ehhh aplikasi ga bisa dibuka. Alasannya Terjadi Kesalahan Koneksi 😂 Padahal nonton apapun juga lancar. Pake wifi juga ga bisa dibuka. Apapun provider wifinya.",1,-1
Kalau mau masuk jangan loding bacaan memuat dulu warna kuning. Langsung aja warna hijau bacaan masuk. Kalau loding memuat dulu mh kelamaan masuk aplikasinya loding memuatnya saja nunggunya lama. It saran saya. Mending langsung saja warna hijau MASUK. Tinggal langsung klik saja terus masukin PIN. Kan cepat masuknya,4,1
"aplikasi tidak berguna,percuma di bikin kalau tidak bisa di gunakan,kesalahan koneksi teruuuuuuuuuusssssssss yang keluar kesal jadi nya berapa kali dounload berapa kali di hapus tetep yang keluar kesalahan koneksi taik taikkkkkkkkk",1,-1
"Parah lowding mulu di hp samsung,mana ktp nya nggak bisa di ss/download🤦,masukan buat pengembang agar KTP Dan KK atau surat pendukung bisa di copy/download kalau perlu apa apa enak,dan jangan kebanyakan lowding bikin BT aja kalau lagi di kelurahan app nggak bisa di buka,masukan bintang kalau app udah berjalan bagus aku ganti nilainya saat ini segini dulu buat perbaikan.",1,-1
"Gak bisa login dengan alasan jaringan tidak stabil, padahal jaringan masih 4G stabil. Buka aplikasi lain lancar loh ini. Udah blanko KTP nya gak ada, lewat aplikasi ini malah error terus. Kalo memang jadinya menyusahkan, bukan memudahkan, mending gak perlu pake acara install aplikasi2 kek gini min.",1,-1
Aplikasi tidak bisa dibuka kalau tidak pakai wifi.tidak semua orang dirumah menyediakan wifi.gilran datang ke pelayanan publik diarahkan ke online.dah lah capek.kalo mau bikin buat kemajuan.seenggaknya nyediakan tenaga it yg bagus,1,-1
"Aplikasinya sangat kurang baik untuk jaringan lokal, karena selalu trobel dan pendaftaran IKD selalu gagal. Mohon kepada pemerintah supaya bisa melakukan pembenahan dalam menangani kasus pada jaringannya, untuk target 30% di setiap wilayah nggak bisa terwujud karena terkendala Jaringan lokal selalu maintenance. Terimakasih",1,-1
"Aplikasinya tolong diupdate , karena berkali kali login tidak bisa. Tambahkan opsi lain untuk login semisal login pakai email atau NIK karena saat Masukkan PIN berkali² tidak bisa padahal awalnya baik² ja.",1,-1
"Aplikasi ini sangat jelek, sungguh tidak memuaskan dan tidak sesuai ekspektasi. Padahal Pemerintah dengan semangatNya mengimbau masyarakat menggunakan Aplikasi ini. Ehhhh... malah merepotkan pengguna, saat dibuka malah koneksi gagal padal signal ditempat saya sangat bagus. Awal penggunaan sih bagus tapi lama-lama jadi Aplikasi sampah dan tidak berfaedah😬😬",1,-1
Waktu ngurus KTP aplikasi bisah di pakai setelah 1 Minggu tertulis di layar HP (terjadi kesalahan koneksi) padahal paket internet 30 GB dan sudah di bantu wifi serta jaringan full. Tetap gak bisah di buka....,1,-1
"Konsepnya digital tapi caranya masih konvensional, mau daftar udah bagus online eh masih harus scan QR datang ke dukcapil. Sama aja, ribet. Kenapa harus datang fisik lagi ke dukcapil hanya untuk scan QR? Kan katanya udah ada face recognition.",2,-1
"Awal install bisa digunakan, tapi ke 2x gak bisa ""terjadi kesalahan koneksi"" mau pakai wifi atau pakai data seluler tetap tidak bisa digunakan .. sangat diperlukan tapi aplikasi sangat tidak mendukung 😌",1,-1
tolong dipermudah untuk melihat bentuk foto ktp sendiri. Tidak harus menggunakan 2 hp untuk melihat bentuk foto KTP . karena setiap orang belum menggunakan digital. sangat menyusahkan pemilik ktp digital untuk dibuat bentuk ktp fisik di percetakan terdekat. Jd semua terhalang kalau tidak menggunakan ktp fisik . tidak bisa untuk ferifikasi yg menggunakan fto KTP,1,-1
"Selalu terjadi kesalahan jaringan. padahal wifi,data, gk pernah di batasi. kemaren bagus sekarang jelek lagh, sudah instal ulang hapus cace gk bisa masuk..paling parah IDK tidak bisa untuk bikin akun E-walet..",1,-1
"Mohon untuk pihak terkait perbaiki lagi koneksinya dong,setiap kali login pake data selalu muncul terjadi kesalahan koneksi padahal kuota ada tapi tetep aja gak bisa login,bisa login kalo pake wifi aja",1,-1
"Aplikasi kurang responsif, sering terjadi kesalahan koneksi, dan waktu tunggu yang lumayan lama. Tolong baca ulasan ini dan ditingkatkan lagi, sekarang masih banyak yg masih mengandalkan KTP fisik, jadi aplikasi ini agak kurang berguna...",2,-1
"Bukannya memudahkan..malah menyulitkan.udh 2 hari ku coba,kesalahan koneksi mulu.udh pake jaringan data,udah pakai wifi,udh uninstal,istal lagi..sama aja hasilnya.tolonglah di perbaiki.jgn aneh2 deh kebijakannya..kalo masih gak jelas kayak gini.mana harus bolak balik dukcapil.di kira dekat apa ke dukcapil? Kita nih kerja,jauh..ijin sehari udh di potong uang makannya..",1,-1
"Di adakan aplikasi buat mempermudah bukan tambah sulit,, minta QR CODE Harus datang ke disdukcapil sama saja bohong ,, kalo datang langsung ya kenapa harus ada aplikasi ini? Emng tidak bisa langsung vervikasi lewat email masing masing yang lebih praktis",1,-1
"Aplikasi jelek ga bisa dibuka, tiap dibuka selalu ngomong terjadi kesalahan koneksi padahal jaringan disini mah bagus² aja, masa tiap kali aplikasinya dibuka koneksinya jelek trus, masa aplikasi nya gada perkembangan sama sekali, ini udah tahun 2024 loh, untuk sementara sy kasih bintang 1 krna kecewa, nanti sy kasih rating 5 klo sy udh bisa login di aplikasi nya👍",1,-1
Tidak bisa dibuka. Selalu notifikasi kesalaham koneksi padahal koneksi internet buat buka aplikasi lain lancar. Silahkan diperbaiki. Selanjutnya luncurkan aplikasi saat sudah siap supaya tidak menyusahkan pengguna. Terima kasih.,1,-1
"Saya dari mahasiswa mau menyampaikan kekurangan dari app ini, pertama untuk bisa mendaftar kita harus ke kantor pusat nya langsung tidak bisa daftar dimana aja itu bikin kita ribet dan memakan banyak waktu yang mau mendaftar, kedua kalo mau akses app ini lemot padahal jaringan stabil, ketiga kalo membutuhkan file dokumen dokumen seperti KTP KK atau BPJS itu tidak bisa di downlod jadi kita kesulitan untuk mendapat kan file dokumen KTP KK atau BPJS.",3,-1
"Akan lebih baik jika terdapat fitur download gambar (KK, Akta, dll) langsung dari aplikasi, ini akan sangat membantu untuk mencetak sendiri baik di rumah ataupun tempat fotokopian.. selama ini yang saya lakukan adalah screenshot melalui website siakonline, dan itu terlalu merepotkan.",3,-1
"Tolong dong min, cara atasi dokumen gak bisa di buka, pas klik dokumen munculnya cuma loading terus, gak muncul² Data-data nya. Tolong kasih pencerahan/tutor biar bisa kebuka🙏 Koneksi internet(data/wifi) pdahal sudah bagus.",4,1
"Tujuan install aplikasi ini adalah cek data pribadi yang terdaftar di dukcapil, namun pada kenyataannya mengecewakan, karena pada proses pendaftaran ada perintah untuk scan barcode, yang jadi pertanyaan barcode apa yang mau di scan? Sedangkan masih belum semua memiliki e ktp digital yang masih tahap uji coba, lagipula sebenarnya tidak perlu scan barcode, kan data semua sudah ada di dukcapil, seharusnya cukup memasukkan NIK sudah bisa mengakses data kita, aplikasi masih cacat tapi sudah dirilis.",1,-1
"sejauh ini konsep aplikasi bagus cuma untuk fitur regis kenapa harus ada scan qr code yang harus di dukcapil? klo bisa diganti ke mode verifikasi yang dilakukan oleh petugas dukcapil. Selain itu, fitur save offline juga perlu, jadi disaat kondisi user tidak memiliki jaringan dapat tetap akses.",2,-1
"ada banyak teman saya tak bisa buka aplikasinya. Cuma ada tulisan 'coba lagi' ,, padahal koneksi jaringan internet sangat bagus.., pakai paket data maupun WiFi sama saja tetap tidak mau kebuka.. Coba buat download apk lain seperti JKN mobile dll bisa dibuka... Tapi aplikasi identintas kependudukan initetap tidak bisa kebuka .. coba uninstal dan login lagi tetap gak bisa... Sampek esok harinya dicoba tetap gak bisa... Tolong kalau menetapkan kebijakan lewat aplikasi, aplikasinya dioptimalkan.",1,-1
